Call_ID,Transcript,Extracted_Event,Keywords,Location,Sentiment,Urgency_Score
C407,"emergency. 5-001, there's man, we'll be done. 5-001.",Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Unknown,Distressed,0.78
C408,I can't hear you scream and I can't...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C409,"We're having a baby or in Boulder Creek. We need to get the shutter. Okay, what'...",Robbery / theft in progress,Incident: Unknown incident | Locations: Boulder Creek,Boulder Creek,Distressed,0.66
C410,Where's your emergency? I'll get a fire. Super-agore is following twig. Hold on ...,Building fire / trapped persons,Incident: Building fire / trapped persons | Urgency phrases: emergency,Unknown,Distressed,0.74
C411,"I just came home, the door was busted in and my girlfriend's been shot.",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.75
C412,"It just crashed into the Hudson River, a US Air.",Road accident / vehicle crash,Incident: Road accident / vehicle crash | Locations: the Hudson River,the Hudson River,Distressed,0.65
C413,I have the car. He just didn't get him. It was screaming at each other. This is ...,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.65
C414,"I've got a burglar. A burglar. Yes, ma'am. In the burglar.",Robbery / theft in progress,Incident: Robbery / theft in progress,Unknown,Distressed,0.6
C415,The baby's not playing me on this. It's a damn baby highlands avenue. 12 baby hi...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.56
C416,Can I help you? Certainly. A couple of people who have picked over in the Great ...,Unknown incident,Incident: Unknown incident | Locations: the Great Salt Lake | Urgency phrases: help,the Great Salt Lake,Calm,0.58
C417,"No, I'm lonely. I'm lonely. Just broken into a house where I'm lonely. Please he...",Unknown incident,"Incident: Unknown incident | Urgency phrases: help, now, please",A House,Distressed,0.77
C418,My mouth is in the bathroom and in the tea cups.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.57
C419,"I'm coming here to buy something. I've listened to this. When I get there, I'm i...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.55
C420,"Yeah, I was trying to find out if I knew to bring like any chick stoops or a",Missing person report,Incident: Unknown incident,Unknown,Distressed,0.59
C421,"I see some activity going on in the car and I don't think it's proper. Okay, wha...",Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.58
C422,This is emergency 911 emergency. 340 soil.,Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Unknown,Distressed,0.99
C423,You said we dropped your store apart. Someone what? We just dropped your store a...,Unknown incident,Incident: Unknown incident,Your Store,Distressed,0.56
C424,floor. You'll be on the floor. She'll be on the floor. Okay. I'm going to tell y...,Unknown incident,Incident: Unknown incident | Urgency phrases: help,Unknown,Calm,0.55
C425,What's the problem? What's the problem there?,Robbery / theft in progress,Incident: Unknown incident,Unknown,Distressed,0.62
C426,It does crash. What? A plane crashed on 17th and Lincoln in houses.,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.61
C427,like gunshots being fired. Okay. I don't know where they're coming from. It was ...,Building fire / trapped persons,Incident: Building fire / trapped persons | Urgency phrases: now,Unknown,Distressed,0.58
C428,"My girlfriend, she has a sex boyfriend and she's been talking to hell out of her...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.44
C429,We just got a cry that somebody had shot somebody in a health diagnosis.,Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.79
C430,"We've missed all the kidnaps in the night. Thank you, thank you. Who is kidnappe...",Missing person report,Incident: Unknown incident,Unknown,Calm,0.6
C431,"of gentlemen in the center room, and the instrument, you change the room. A bank...",Robbery / theft in progress,Incident: Unknown incident,A Bank,Distressed,0.58
C432,"If I have been to the same thing, I will be open to the 14th, 2000, definitely a...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.53
C433,"The man lying on the highway. He's lying down at the edge of the earth, but on h...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.53
C434,"I want to talk, I want to talk, into my mouth, into my heart, my heart, my heart...",Medical emergency,Incident: Unknown incident,Unknown,Calm,0.67
C435,I am. My uncle's job is to put a knee snack in his girlfriend's back and I am pi...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C436,I ordered a Pinchy Chicken Leget with a small bite as...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.52
C437,"Somebody just, somebody just, and I'm gonna send a call to the police. I'm gonna...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.62
C438,"Help me. Okay, what's up, honey? My son isn't at least. I'm doing crazy.",Unknown incident,Incident: Unknown incident | Urgency phrases: help,Unknown,Distressed,0.71
C439,He'll let me cop a bean on quickClintus to move through the whole room Even shin...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.6
C440,Brian Chessens at 7-1-Bot-Glorm Circle and he is wrestling us to get in my house...,Unknown incident,Incident: Unknown incident | Names: Brian Chessens,Unknown,Distressed,0.84
C441,"Yeah, I think it's least like that on my head. Yeah, man. We just got we just ca...",Robbery / theft in progress,Incident: Unknown incident,Unknown,Distressed,0.57
C442,Somebody walk into our house last night. I don't know.,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Our House,Distressed,0.57
C443,My ass bloopers is staring at the hell out of me It's stopping in my head and my...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.69
C444,"My partner's on fire, he can't. Err! Okay, stay on the line with me, don't hang ...",Building fire / trapped persons,Incident: Building fire / trapped persons | Names: Err | Urgency phrases: please,Unknown,Distressed,0.58
C445,I don't want Marge and Martin to stay. Help! It's a guy's coming! I can take him...,Unknown incident,Incident: Unknown incident | Names: Marge | Urgency phrases: help,Unknown,Calm,0.84
C446,"I think he had a parachute on him, a guy parachute.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C447,What's the problem there? There's a fire on pregnant. There's a fire at home? Ye...,Building fire / trapped persons,Incident: Building fire / trapped persons | Urgency phrases: please,Unknown,Distressed,0.73
C448,Why would the pan cut me? I need assistance right away. What happened? My wife h...,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.91
C449,I have a concern for a co-worker. She just called me and sounded very...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.67
C450,"A white female passenger pass out on one of our vehicles, which is 21-22.",Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.58
C451,"Hello, um, he's going down to the black way with my baby. Okay, where are you?",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.67
C452,I'm going to turn this to the 258 from here. I'm going to turn the 258 from here...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.52
C453,"I don't know. There's a lady laying out here on the side wall. Okay, bleeding. O...",Medical emergency,"Incident: Medical emergency | Urgency phrases: now, bleeding",Unknown,Distressed,0.61
C454,"Hi, my name is Jean Thomas. I'm watching my home on live monitor and there's a b...",Robbery / theft in progress,Incident: Unknown incident | Names: Jean Thomas,My House,Distressed,0.64
C455,"I'm going to start giving him out the lobby for any black. Miss, yes, General, I...",Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.6
C456,There is a strange man outside our home and he hollered.,Suspicious activity,Incident: Suspicious activity,Unknown,Distressed,0.68
C458,My wife says in the bathroom she is bleeding all over the place. She thinks she'...,Medical emergency,Incident: Medical emergency | Urgency phrases: bleeding,Unknown,Distressed,0.67
C459,"and since May 8th, we've just got robbed. Okay, what they look like.",Robbery / theft in progress,Incident: Unknown incident,Unknown,Calm,0.66
C460,We've got a person here who is not fit to drive and needs to be taken to that sy...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.8
C461,"because I'm the lady, I'm my teenage lady, she was yelling for help, and they lo...",Public disturbance / riot,Incident: Unknown incident | Urgency phrases: help,Unknown,Distressed,0.78
C462,"There's somebody killed someone. Okay, ask for where the suspect is.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.66
C463,911.... We're at...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.66
C464,"And easy and good shots of blood fire There, go against the middle of the high e...",Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Calm,0.61
C465,I need an ambulance for two hours. Somebody just come and collect you up. What a...,Medical emergency,Incident: Medical emergency,Unknown,Distressed,0.72
C466,units know that it is confirmed rotation on the ground. Just want to roll our ho...,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Our House,Distressed,0.57
C467,way into the north I've seen a funnel cloud just reporting my firstailing.,Public disturbance / riot,Incident: Unknown incident,Unknown,Distressed,0.62
C468,We just got in the tornado and the car slipped and the windows mercy and we're b...,Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: bleeding,Unknown,Distressed,0.68
C469,I told you this came across there say 24 okay. Yeah,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.47
C470,"Yeah, I have a rotating cloud coming in a southwest of Regis, as far as me.",Public disturbance / riot,Incident: Unknown incident,Unknown,Calm,0.59
C471,"Yes, it looks like we're gonna touch down on broad moral. Are you hard car? No, ...",Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Calm,0.49
C472,"No, ma'am, we can see a tornado. We're at 914, Hillcrest. We have about five of ...",Unknown incident,Incident: Unknown incident | Locations: Hillcrest,Hillcrest,Calm,0.51
C473,"My mom, she's sick and she can't wait to see you. She can't wait, God.",Medical emergency,Incident: Unknown incident,Unknown,Calm,0.68
C474,I'm so glad we need the wheels to the car. She ran over three people in a row. W...,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Calm,0.77
C475,Where is the guy with the gun in the case he's with Ames? Which case is the Linc...,Physical assault / fight,Incident: Unknown incident | Names: Ames,Unknown,Distressed,0.64
C476,I'm just kidding the sounds of it. You can hear it in. Who is that? That's the c...,Missing person report,Incident: Unknown incident,Unknown,Distressed,0.46
C478,"My phone is on my phone. Okay, 615. It's okay.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.35
C479,"and then warrant. There's a fire back here at someone's front porch. Okay, where...",Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.68
C480,We just saw a big airliner just being coated by two five planes.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.6
C481,"So where will we have a revet? Okay, thank you.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.53
C482,emergency. Oh that's the F18 chasing a big commercial plane around and around al...,Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Those Downtown,Distressed,0.84
C483,"Yeah, I had two unusual aircraft fly really close.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.58
C484,I'm the designer of the house and I'm really just a robber. What are your addres...,Robbery / theft in progress,Incident: Robbery / theft in progress,The House,Distressed,0.59
C485,by the river the dog jumped in the water and we can't get out. Oh my god!,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.81
C486,"Just let me just walk up and then we'll settle down and drop. Okay, sir, stay wi...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.35
C487,"If not, I'm calling from the Sheraton Baltimore North. Yes sir. We have a dead b...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.69
C488,because they just jumped my 13 year old daughter and it's about to be all hell f...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.91
C489,We got off for damn. What do you mean you have an off? We don't have a whole bun...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.42
C490,Женяа Мouble,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.7
C491,"You know, Lyleview's shut down. You heard what? I seen a Lyleview's quiet down.",Unknown incident,"Incident: Unknown incident | Names: Lyleview, Lyleview | Urgency phrases: now",Unknown,Distressed,0.61
C492,It's too late. And the high winds have the...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.46
C493,"We had a dead body right out in front of our school in the grass area, but we're...",Unknown incident,Incident: Unknown incident | Locations: the John Fee | Names: John,the John Fee,Distressed,0.64
C495,"If the address is 1160 Ray Road, we have a baby missing out of a crib.",Road accident / vehicle crash,Incident: Missing person report,Unknown,Distressed,0.73
C496,I just called over to my sister's house and I have a phone.,Unknown incident,Incident: Unknown incident,Sister'S House,Distressed,0.49
C497,The phone man following me from the application. Damn. Did he show the gun to yo...,Physical assault / fight,Incident: Suspicious activity,Unknown,Distressed,0.63
C498,Somebody just came in and shot my daughter and my husband. They shot them? They ...,Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.73
C499,I'm watching TV and I heard five shots and there's someone laying in my front ya...,Suspicious activity,Incident: Physical assault / fight,Unknown,Distressed,0.63
C500,I just killed my family. What's the knife? All of them. All for real. What's you...,Unknown incident,Incident: Unknown incident | Names: Michael Miller,Unknown,Distressed,0.66
C501,My mom's oxidative is my empty brain Her fever where are you? not anapsadidation,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C502,I'm not going to be a police fire ambulance. I need to be a police comm. I'm a b...,Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.39
C503,I'm pulled over in the road. My husband's in the middle of the road having a ser...,Road accident / vehicle crash,Incident: Unknown incident,The Road,Distressed,0.61
C504,"Well, my husband's not, I cannot seem to wake him up.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C505,"Now listen here. I've got two people here help hospital, right? Okay. Now you kn...",Unknown incident,"Incident: Unknown incident | Urgency phrases: help, now",Unknown,Distressed,0.61
C506,see. Bargur was breaking into a house next door. What's the address there sir? 7...,Robbery / theft in progress,Incident: Unknown incident | Names: Bargur,A House,Distressed,0.6
C507,"Our state, we have a Burmese python, it's about 12 foot long, she got out of the...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.65
C508,"We were just said and talking my wife, you know Bob, and then she fell on the fl...",Medical emergency,Incident: Unknown incident | Names: Bob | Urgency phrases: now,Unknown,Distressed,0.57
C509,"I don't want to go. Hey, just before I made a street up here by Wild Rock chasin...",Unknown incident,Incident: Unknown incident | Locations: Wild Rock,Wild Rock,Distressed,0.68
C510,It's a must've been shot. I haven't picked the vitals.,Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.65
C511,There's a guy there with a gun. Yeah. Black and white. Black and white.,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.63
C512,"went to add some guys walking around a parking lot, looking for some guys that a...",Missing person report,Incident: Missing person report | Urgency phrases: please,Unknown,Calm,0.27
C513,"Yeah, the man on the phone says there's a man on his property with a gun. Okay, ...",Physical assault / fight,Incident: Unknown incident,Unknown,Distressed,0.64
C514,I just been bitten by a red tail fox up in Red Reef Park.,Unknown incident,Incident: Unknown incident | Locations: Red Reef Park,Red Reef Park,Distressed,0.67
C515,"Yes. We had a, I think, a shooting right now on the bus barn on the high school.",Physical assault / fight,Incident: Physical assault / fight | Urgency phrases: now,Unknown,Distressed,0.75
C516,"out, not working. Not working. My babies are in there. Oh my God, I'm moved here...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.68
C517,Somebody just came in and shot my daughter and my husband. They shot them. Pleas...,Unknown incident,Incident: Physical assault / fight | Urgency phrases: please,Unknown,Calm,0.74
C518,is not breathing. Okay. Is there any way you can,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.66
C519,What do I think? I think I need an ambulance. I've got a teenager who's turning ...,Medical emergency,Incident: Medical emergency,Unknown,Distressed,0.78
C520,"Yeah, there's been a bunch of guns out to my house. I think a bunch of people we...",Physical assault / fight,Incident: Physical assault / fight,Unknown,Calm,0.62
C521,"estoy hablando aquí el chico de la mongos si, que pasa están unos hombres",Unknown incident,Incident: Unknown incident | Names: hablando aquí el chico de la mongos si,Unknown,Distressed,0.61
C522,Inside everyone in,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.61
C523,And it's like I just tried to get out of this car. I got out of this car and he ...,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.62
C524,"Somebody has been shot. They're calling to please and an ambulance. Yes, does he...",Medical emergency,Incident: Physical assault / fight | Urgency phrases: please,Unknown,Distressed,0.85
C525,I'm just having older women standing here and she had noticed two gentlemen tryi...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.39
C526,"superintendent, part 2, thank you.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.5
C527,I have been in the news recently about being on in a hotel naked.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C528,There's an armed robbery going right on right now. I've been shot in the back an...,Robbery / theft in progress,"Incident: Robbery / theft in progress | Urgency phrases: now, bleeding",Unknown,Distressed,0.69
C529,"And yes, my friends have to have me. He doesn't have to. He'll have to.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.31
C530,Hope all is well.,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.4
C531,"emergency, my girlfriend just jumped off the back of our hotel room.",Unknown incident,Incident: Unknown incident | Urgency phrases: emergency,Unknown,Distressed,0.94
C532,"Yes, other guys been shot. Okay, right here on Burdenon Avenue. I want to see if...",Unknown incident,Incident: Physical assault / fight | Locations: Burdenon Avenue,Burdenon Avenue,Calm,0.69
C533,"No, there's people trying to break in my house. Okay, they're there right now. T...",Robbery / theft in progress,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.65
C534,"Alright, I killed my girlfriend. Excuse me? Did you hear me? I want you to re-",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.73
C535,three black men in the middle of Russell Boulevard and one of them has like a,Unknown incident,Incident: Unknown incident | Names: Russell Boulevard,Unknown,Calm,0.6
C536,"it was a bus. Let me see. Okay, I'm right. Yeah. It's wrapped by one...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.58
C537,"And with the already got somebody on the way, can you give me any kind of descri...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C538,There are three black gentlemen that are there harassing the women out there.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.61
C539,"I was at a McDonald's, I paid $10 and these guys gave me one burger and a five.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C540,I gave you guys $10 they gave me one burger and a fry and told me to fuck.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C541,I've been run over. I've been run over. They all use real chat for...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.57
C542,"Yes, my husband is a black man, I stabbed him. Okay, what's your address? 94 95 ...",Physical assault / fight,Incident: Unknown incident,Unknown,Distressed,0.58
C543,I'm driving and I have somebody chasing me and they just hit my car.,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.64
C544,"I'm gonna go to my son, he's here. He's here. I think he's drunk. I don't know i...",Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.57
C545,"Well, I'm the arm drum now, I'm just trying to figure out the thing when you hit...",Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: now,Unknown,Distressed,0.55
C546,Why do I think we have to make this shit worth a matter? I'm at the court.,Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.43
C547,I have a concern for a co-worker. She just called me and sounded very...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.67
C548,"I just think, he's called family, he's dead. He's trying to hysterical, I can't ...",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.63
C549,"That being fired in so many things, how? So I'm finshada. Yeah, you can slide th...",Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.43
C550,Someone is getting my house. It was an issue.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.7
C551,I just saw a guy go into a room.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.49
C552,I'm sorry.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.46
C553,"Just been shot in front of my parents. You've been shot? Yes, right. Where have ...",Unknown incident,Incident: Physical assault / fight,Unknown,Distressed,0.6
C554,"Yes, the guy is following us with shotgun and he's trying to run us off the road...",Road accident / vehicle crash,Incident: Physical assault / fight,Unknown,Calm,0.64
C555,"Somebody just broke into our house. With the address, Kevin, to me. With the add...",Unknown incident,Incident: Physical assault / fight | Names: Kevin,Unknown,Distressed,0.65
C556,I just got my daughters and my children. You just did a lot of it? Got my daught...,Missing person report,Incident: Unknown incident,Unknown,Calm,0.58
C557,Which two people in the house? Do they have weapons? Huh? Yes. What type of...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.6
C558,"Hi, my name is Stephen Rodwald and I just heard a shoot my dad.",Physical assault / fight,Incident: Unknown incident | Names: Stephen Rodwald,Unknown,Calm,0.67
C559,The baby was fully seeing the mother I had.,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.6
C560,My name is Stacy and I'm driving towards Ontario and a car went off into me at m...,Road accident / vehicle crash,Incident: Road accident / vehicle crash | Locations: Ontario,Ontario,Calm,0.63
C561,I just can't get him sex with a window. Is anybody hurting your house? I don't k...,Physical assault / fight,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.59
C562,Two people are breathing towards no call. Yes.,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.31
C563,What's going on? I don't know. Somebody broke the window I know. And your house ...,Road accident / vehicle crash,Incident: Road accident / vehicle crash | Urgency phrases: now,Your House,Calm,0.53
C564,there are two men who was going to try to kill me. They have my husband on the f...,Medical emergency,Incident: Medical emergency | Urgency phrases: bleeding,Unknown,Distressed,0.66
C565,"Hey, the sprawler has taken a very good death trail. Yeah, people enjoy it. So, ...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.56
C566,"and there were some kids over there, just one other kid, little fire and another...",Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.65
C567,The little boy just called on fire and he jumped off the other swimming car. Wha...,Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.76
C568,I cut my wife so sweet in the bathtub and I think she's dead. I want you with th...,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.73
C569,"right now. She just gone and I need him out. Is this house? Okay, what do you me...",Missing person report,Incident: Missing person report | Urgency phrases: now,Unknown,Distressed,0.84
C570,I just killed my boss. You just did what?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.62
C571,"Yeah, I have a black guy in here. He says he's gonna wrap the store and anyone i...",Physical assault / fight,Incident: Unknown incident,The Store,Distressed,0.67
C572,Hello. I need to raise up to you. Please come on in.,Unknown incident,Incident: Unknown incident | Urgency phrases: please,Unknown,Calm,0.61
C573,"Please. Thank you, sir. Thank you. Good afternoon. Good afternoon. May I?",Unknown incident,Incident: Unknown incident | Urgency phrases: please,Unknown,Calm,0.43
C574,I have so many people are shooting and people are running out of my building at ...,Physical assault / fight,Incident: Physical assault / fight,My Building,Distressed,0.84
C575,"Yes, ma'am, I'm having a shot. BEEP BEEP",Unknown incident,Incident: Physical assault / fight,Unknown,Calm,0.58
C576,Or Nothing is going to keep you as a different from the other right now? Take yo...,Unknown incident,Incident: Unknown incident | Names: Obi Wan | Urgency phrases: now,Unknown,Distressed,0.2
C577,I'm bringing the key to the master right now. I work at 3 Bay and a couple of th...,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.69
C578,We were closing the store and the guy came in with a mask on and I think...,Unknown incident,Incident: Unknown incident,The Store,Distressed,0.61
C579,"I'm not sorry, my neighbor came. And now she said her husband said, the baby, I'...",Building fire / trapped persons,Incident: Building fire / trapped persons | Urgency phrases: now,Unknown,Distressed,0.58
C580,He will just throw in my neighbor's house. Just the address. What's the address?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.59
C581,I think I got shot. Danny Sriper 4203 Lake Avenue with Fumbi.,Unknown incident,"Incident: Physical assault / fight | Locations: Lake Avenue, Fumbi | Names: Danny Sriper 4203",Lake Avenue,Distressed,0.66
C582,Thank youfilberg so the,Unknown incident,Incident: Unknown incident | Names: youfilberg,Unknown,Calm,0.59
C583,"Your mommy's sick. If your mommy's sick, does she need an ambulance? Mommy.",Medical emergency,Incident: Medical emergency | Names: Mommy,Unknown,Distressed,0.64
C584,I woke up this morning and my daughter was not in the house. I don't know if she...,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.62
C585,What's going on man?,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.64
C586,I just killed my daughter. You what? I just killed my daughter.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.62
C587,"I'm a literacy expert. Man, man, man, man, man, man, calm down.",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.29
C588,I need to unambient quickly and out of fire fire in commission,Building fire / trapped persons,Incident: Building fire / trapped persons,Unknown,Distressed,0.89
C589,The house is on fire. The house is blowing up. Can you guys can listen? We've al...,Building fire / trapped persons,Incident: Building fire / trapped persons,The House,Distressed,0.84
C590,There's a man at my back door he's trying to get in.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.67
C591,"Не, не, не к dunkу!",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.55
C592,His friends are his friends because it's one of the things I don't know.,Unknown incident,Incident: Unknown incident | Urgency phrases: now,Unknown,Calm,0.51
C593,"left heading south on 9.51. Yeah, it's a fairly new model truck. Looks like a Do...",Road accident / vehicle crash,Incident: Unknown incident,Unknown,Calm,0.51
C594,"We've found an elephant walking down the street near the community center, the r...",Unknown incident,Incident: Unknown incident,The Street,Distressed,0.59
C595,"Oh, I was coming to pass out. Is there anything else? I was coming to pass out.",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.49
C596,I think I know why you could follow me home because somebody thinks it feels a b...,Suspicious activity,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.64
C597,radio light happened in the lobby with the gun. All right. Is everybody okay? Ev...,Physical assault / fight,Incident: Unknown incident,Unknown,Calm,0.65
C598,"Can we meet police assistance for this? Okay, what's going on?",Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.64
C599,My mom and her boyfriend and her boyfriend felt marijuana.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.57
C600,"I accidentally shot my husband. You accidentally shot your husband? Yes. OK, is ...",Road accident / vehicle crash,Incident: Road accident / vehicle crash,Unknown,Distressed,0.59
C602,"Uh, these came up to visit all of the home fathers. Uh-huh. And I think they wer...",Unknown incident,Incident: Unknown incident,Unknown,Calm,0.51
C603,I'm going to cost him a gunpoint and the 3400 block to highway drive southeast.,Physical assault / fight,Incident: Unknown incident,To Highway,Distressed,0.67
C604,I need to tell a few minutes to start shooting. I don't know where I'm at. One w...,Physical assault / fight,Incident: Physical assault / fight | Urgency phrases: now,Unknown,Distressed,0.66
C605,We got a baby that's not responsible. We're at 3301 West Noelle Drive.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.58
C606,I'm going to return air cream. Just went down off of Encona. And airplane.,Unknown incident,Incident: Unknown incident | Locations: Encona,Encona,Distressed,0.57
C607,"I'm not in any danger right now, but it's all my urgent. These people, they came...",Unknown incident,"Incident: Unknown incident | Urgency phrases: urgent, now, danger",Unknown,Calm,0.9
C608,I might just call it the potential robbery and my mother's been missing for... I...,Robbery / theft in progress,Incident: Robbery / theft in progress | Urgency phrases: now,Unknown,Distressed,0.56
C609,Ok my dad does not expect you to do it Ok,Unknown incident,Incident: Unknown incident,Unknown,Calm,0.18
C610,"I went off the road, I'm in a retention pond right now. You're in the retention ...",Road accident / vehicle crash,Incident: Unknown incident | Urgency phrases: now,Unknown,Distressed,0.62
C611,your emergency? I've got a gentleman in quarantine with a gun. I need someone he...,Physical assault / fight,"Incident: Unknown incident | Urgency phrases: emergency, now",Unknown,Distressed,0.85
C612,I need a phyllo-prove laser for a computer officer to my house.,Unknown incident,Incident: Unknown incident,Unknown,Distressed,0.73
C613,"sake if you need help, any further attention , Mill and Police Provost For explo...",Unknown incident,Incident: Unknown incident | Names: Mill | Urgency phrases: help,Unknown,Distressed,0.65
C614,She's shooting at her! Come to the fucking house! That's not the way!,Physical assault / fight,Incident: Physical assault / fight,Unknown,Distressed,0.87
C615,"I just killed my kids. What's your name, male? Julia Murray. What is it?",Missing person report,Incident: Unknown incident | Names: Julia Murray,Unknown,Distressed,0.6
